word	chosen_tier	chosen_attested	also_fits	alternative_split	alt_stem	alt_stem_attested	suspicion
𐤄𐤒𐤄𐤋	exact	45	proclitic	𐤄 + 𐤒𐤄𐤋	𐤒𐤄𐤋	37	0.8
𐤅𐤋𐤉𐤍𐤅𐤎	plene	11	proclitic	𐤅 + 𐤋 + 𐤉𐤍𐤅𐤎	𐤉𐤍𐤅𐤎	9	0.8
𐤋𐤐𐤍𐤉𐤅	exact	115	proclitic	𐤋 + 𐤐𐤍𐤉𐤅	𐤐𐤍𐤉𐤅	94	0.8
𐤊𐤁𐤔𐤉𐤌	exact	43	proclitic	𐤊 + 𐤁 + 𐤔𐤉𐤌	𐤔𐤉𐤌	35	0.8
𐤋𐤁𐤈𐤇	exact	32	proclitic	𐤋 + 𐤁𐤈𐤇	𐤁𐤈𐤇	26	0.8
𐤁𐤏𐤕	exact	90	proclitic	𐤁 + 𐤏𐤕	𐤏𐤕	73	0.8
𐤔𐤔𐤕	exact	21	proclitic	𐤔 + 𐤔𐤕	𐤔𐤕	17	0.8
𐤅𐤌𐤁𐤅𐤀	plene	31	proclitic	𐤅 + 𐤌 + 𐤁𐤅𐤀	𐤁𐤅𐤀	25	0.8
𐤁𐤉𐤃𐤄	exact	10	proclitic	𐤁 + 𐤉𐤃𐤄	𐤉𐤃𐤄	8	0.8
𐤔𐤊𐤓𐤅	exact	5	proclitic	𐤔 + 𐤊𐤓𐤅	𐤊𐤓𐤅	4	0.8
𐤁𐤂𐤋𐤋	exact	5	proclitic	𐤁 + 𐤂𐤋𐤋	𐤂𐤋𐤋	4	0.8
𐤅𐤉𐤕𐤄𐤋𐤊	exact	5	proclitic	𐤅 + 𐤉𐤕𐤄𐤋𐤊	𐤉𐤕𐤄𐤋𐤊	4	0.8
𐤅𐤉𐤉𐤓𐤀	exact	5	proclitic	𐤅 + 𐤉𐤉𐤓𐤀	𐤉𐤉𐤓𐤀	4	0.8
𐤅𐤉𐤏𐤌𐤃𐤅	exact	30	proclitic	𐤅 + 𐤉𐤏𐤌𐤃𐤅	𐤉𐤏𐤌𐤃𐤅	24	0.8
𐤅𐤕𐤌𐤋𐤀	exact	10	proclitic	𐤅 + 𐤕𐤌𐤋𐤀	𐤕𐤌𐤋𐤀	8	0.8
𐤅𐤀𐤕𐤄𐤉𐤌	plene	5	adjacent	𐤅𐤀𐤕 + 𐤄𐤉𐤌	𐤅𐤀𐤕	4	0.8
𐤅𐤀𐤓𐤃	exact	5	proclitic	𐤅 + 𐤀𐤓𐤃	𐤀𐤓𐤃	4	0.8
𐤅𐤌𐤐𐤕𐤉𐤌	exact	5	proclitic	𐤅 + 𐤌 + 𐤐𐤕𐤉𐤌	𐤐𐤕𐤉𐤌	4	0.8
𐤅𐤉𐤅𐤑𐤀	exact	15	proclitic	𐤅 + 𐤉𐤅𐤑𐤀	𐤉𐤅𐤑𐤀	12	0.8
𐤄𐤔𐤏𐤓𐤄	exact	5	proclitic	𐤄 + 𐤔𐤏𐤓𐤄	𐤔𐤏𐤓𐤄	4	0.8
𐤋𐤆𐤍𐤅𐤕	exact	5	proclitic	𐤋 + 𐤆𐤍𐤅𐤕	𐤆𐤍𐤅𐤕	4	0.8
𐤁𐤊𐤋𐤌𐤏𐤔𐤄	adjacent	5	proclitic	𐤁 + 𐤊 + 𐤋𐤌𐤏𐤔𐤄	𐤋𐤌𐤏𐤔𐤄	4	0.8
𐤄𐤁𐤍𐤉𐤍	exact	5	proclitic	𐤄 + 𐤁𐤍𐤉𐤍	𐤁𐤍𐤉𐤍	4	0.8
𐤄𐤋𐤊𐤕𐤌	exact	5	proclitic	𐤄 + 𐤋 + 𐤊𐤕𐤌	𐤊𐤕𐤌	4	0.8
𐤄𐤃𐤓	exact	10	proclitic	𐤄 + 𐤃𐤓	𐤃𐤓	8	0.8
𐤅𐤒𐤓𐤅𐤁𐤄	plene	5	proclitic	𐤅 + 𐤒𐤓𐤅𐤁𐤄	𐤒𐤓𐤅𐤁𐤄	4	0.8
𐤄𐤐𐤓𐤄	exact	5	proclitic	𐤄 + 𐤐𐤓𐤄	𐤐𐤓𐤄	4	0.8
𐤁𐤓𐤒𐤉𐤌	exact	5	proclitic	𐤁 + 𐤓𐤒𐤉𐤌	𐤓𐤒𐤉𐤌	4	0.8
𐤊𐤍𐤅𐤓	exact	5	proclitic	𐤊 + 𐤍𐤅𐤓	𐤍𐤅𐤓	4	0.8
𐤅𐤈𐤌𐤀𐤕	plene	5	proclitic	𐤅 + 𐤈𐤌𐤀𐤕	𐤈𐤌𐤀𐤕	4	0.8
𐤄𐤔𐤍𐤉𐤕	exact	39	proclitic	𐤄 + 𐤔𐤍𐤉𐤕	𐤔𐤍𐤉𐤕	31	0.8
𐤅𐤏𐤔𐤉𐤕	exact	92	proclitic	𐤅 + 𐤏𐤔𐤉𐤕	𐤏𐤔𐤉𐤕	73	0.8
𐤅𐤉𐤓𐤃𐤅	exact	29	proclitic	𐤅 + 𐤉𐤓𐤃𐤅	𐤉𐤓𐤃𐤅	23	0.8
𐤅𐤉𐤔𐤌𐤇𐤅	exact	19	proclitic	𐤅 + 𐤉𐤔𐤌𐤇𐤅	𐤉𐤔𐤌𐤇𐤅	15	0.8
𐤅𐤀𐤔𐤕𐤉	plene	14	proclitic	𐤅 + 𐤀𐤔𐤕𐤉	𐤀𐤔𐤕𐤉	11	0.8
𐤌𐤅𐤎𐤓	exact	41	proclitic	𐤌 + 𐤅 + 𐤎𐤓	𐤎𐤓	32	0.8
𐤅𐤍𐤀𐤌𐤓	exact	9	proclitic	𐤅 + 𐤍𐤀𐤌𐤓	𐤍𐤀𐤌𐤓	7	0.8
𐤅𐤕𐤐𐤋	exact	18	proclitic	𐤅 + 𐤕𐤐𐤋	𐤕𐤐𐤋	14	0.8
𐤄𐤂𐤃𐤅𐤃	exact	9	proclitic	𐤄 + 𐤂𐤃𐤅𐤃	𐤂𐤃𐤅𐤃	7	0.8
𐤌𐤔𐤌𐤓𐤕𐤉	exact	9	proclitic	𐤌 + 𐤔𐤌𐤓𐤕𐤉	𐤔𐤌𐤓𐤕𐤉	7	0.8
𐤅𐤃𐤏𐤅	exact	9	proclitic	𐤅 + 𐤃𐤏𐤅	𐤃𐤏𐤅	7	0.8
𐤔𐤁𐤕𐤊	exact	9	proclitic	𐤔 + 𐤁𐤕𐤊	𐤁𐤕𐤊	7	0.8
𐤄𐤌𐤆𐤁𐤇	exact	158	proclitic	𐤄 + 𐤌𐤆𐤁𐤇	𐤌𐤆𐤁𐤇	122	0.8
𐤄𐤍𐤏𐤓𐤄	exact	13	proclitic	𐤄 + 𐤍𐤏𐤓𐤄	𐤍𐤏𐤓𐤄	10	0.8
𐤅𐤉𐤔𐤌𐤏𐤅	exact	39	proclitic	𐤅 + 𐤉𐤔𐤌𐤏𐤅	𐤉𐤔𐤌𐤏𐤅	30	0.8
𐤔𐤁𐤏𐤕	exact	117	proclitic	𐤔 + 𐤁𐤏𐤕	𐤁𐤏𐤕	90	0.8
𐤄𐤏𐤍𐤍	exact	34	proclitic	𐤄 + 𐤏𐤍𐤍	𐤏𐤍𐤍	26	0.8
𐤁𐤔𐤓	exact	119	proclitic	𐤁 + 𐤔𐤓	𐤔𐤓	91	0.8
𐤁𐤇𐤑𐤓	exact	21	proclitic	𐤁 + 𐤇𐤑𐤓	𐤇𐤑𐤓	16	0.8
𐤅𐤉𐤓𐤃	exact	67	proclitic	𐤅 + 𐤉𐤓𐤃	𐤉𐤓𐤃	51	0.8
𐤅𐤉𐤑𐤀	exact	194	proclitic	𐤅 + 𐤉𐤑𐤀	𐤉𐤑𐤀	147	0.8
𐤌𐤒𐤑𐤄	exact	41	proclitic	𐤌 + 𐤒𐤑𐤄	𐤒𐤑𐤄	31	0.8
𐤀𐤋𐤉𐤅𐤇𐤍𐤍	plene	4	adjacent	𐤀𐤋 + 𐤉𐤅𐤇𐤍𐤍	𐤉𐤅𐤇𐤍𐤍	3	0.8
𐤄𐤂𐤅𐤉𐤌	exact	180	proclitic	𐤄 + 𐤂𐤅𐤉𐤌	𐤂𐤅𐤉𐤌	135	0.8
𐤊𐤉𐤄𐤌	plene	8	adjacent	𐤊𐤉 + 𐤄𐤌	𐤊𐤉	6	0.8
𐤅𐤉𐤃𐤁𐤓𐤅	exact	32	proclitic	𐤅 + 𐤉𐤃𐤁𐤓𐤅	𐤉𐤃𐤁𐤓𐤅	24	0.8
𐤁𐤏𐤅𐤃𐤊	plene	4	proclitic	𐤁 + 𐤏𐤅𐤃𐤊	𐤏𐤅𐤃𐤊	3	0.8
𐤅𐤄𐤔𐤋𐤊	exact	4	proclitic	𐤅 + 𐤄𐤔𐤋𐤊	𐤄𐤔𐤋𐤊	3	0.8
𐤄𐤌𐤕𐤉𐤌	exact	12	proclitic	𐤄 + 𐤌𐤕𐤉𐤌	𐤌𐤕𐤉𐤌	9	0.8
𐤋𐤑𐤀𐤕	exact	12	proclitic	𐤋 + 𐤑𐤀𐤕	𐤑𐤀𐤕	9	0.8
𐤋𐤄𐤁𐤉𐤀	exact	32	proclitic	𐤋 + 𐤄𐤁𐤉𐤀	𐤄𐤁𐤉𐤀	24	0.8
𐤅𐤉𐤌𐤀𐤎	exact	4	proclitic	𐤅 + 𐤉𐤌𐤀𐤎	𐤉𐤌𐤀𐤎	3	0.8
𐤄𐤉𐤋𐤅𐤃	exact	4	proclitic	𐤄 + 𐤉𐤋𐤅𐤃	𐤉𐤋𐤅𐤃	3	0.8
𐤄𐤉𐤑𐤀𐤉𐤌	exact	12	proclitic	𐤄 + 𐤉𐤑𐤀𐤉𐤌	𐤉𐤑𐤀𐤉𐤌	9	0.8
𐤋𐤇𐤔𐤅𐤁	plene	4	proclitic	𐤋 + 𐤇𐤔𐤅𐤁	𐤇𐤔𐤅𐤁	3	0.8
𐤅𐤌𐤇𐤋𐤅𐤕	plene	4	proclitic	𐤅 + 𐤌 + 𐤇𐤋𐤅𐤕	𐤇𐤋𐤅𐤕	3	0.8
𐤄𐤋𐤀𐤄𐤅𐤀	adjacent	4	proclitic	𐤄 + 𐤋 + 𐤀𐤄𐤅𐤀	𐤀𐤄𐤅𐤀	3	0.8
𐤄𐤋𐤇	plene	4	proclitic	𐤄 + 𐤋𐤇	𐤋𐤇	3	0.8
𐤅𐤉𐤓𐤉𐤏𐤅	exact	4	proclitic	𐤅 + 𐤉𐤓𐤉𐤏𐤅	𐤉𐤓𐤉𐤏𐤅	3	0.8
𐤌𐤕𐤕𐤅	plene	4	proclitic	𐤌 + 𐤕𐤕𐤅	𐤕𐤕𐤅	3	0.8
𐤄𐤂𐤍	exact	8	proclitic	𐤄 + 𐤂𐤍	𐤂𐤍	6	0.8
𐤄𐤀𐤓𐤂𐤌𐤍	exact	4	proclitic	𐤄 + 𐤀𐤓𐤂𐤌𐤍	𐤀𐤓𐤂𐤌𐤍	3	0.8
𐤌𐤊𐤓𐤕𐤌	exact	4	proclitic	𐤌 + 𐤊 + 𐤓𐤕𐤌	𐤓𐤕𐤌	3	0.8
𐤄𐤎𐤍𐤄	exact	4	proclitic	𐤄 + 𐤎𐤍𐤄	𐤎𐤍𐤄	3	0.8
𐤔𐤌𐤓𐤕𐤌	exact	4	proclitic	𐤔 + 𐤌 + 𐤓𐤕𐤌	𐤓𐤕𐤌	3	0.8
𐤊𐤅𐤔𐤉	exact	4	proclitic	𐤊 + 𐤅 + 𐤔𐤉	𐤔𐤉	3	0.8
𐤁𐤎𐤋	exact	4	proclitic	𐤁 + 𐤎𐤋	𐤎𐤋	3	0.8
𐤅𐤉𐤅𐤏𐤑	exact	12	proclitic	𐤅 + 𐤉𐤅𐤏𐤑	𐤉𐤅𐤏𐤑	9	0.8
𐤁𐤇𐤋𐤅𐤍	exact	4	proclitic	𐤁 + 𐤇𐤋𐤅𐤍	𐤇𐤋𐤅𐤍	3	0.8
𐤁𐤓𐤉𐤁𐤅	exact	4	proclitic	𐤁 + 𐤓𐤉𐤁𐤅	𐤓𐤉𐤁𐤅	3	0.8
𐤔𐤏𐤓𐤄	exact	4	proclitic	𐤔 + 𐤏𐤓𐤄	𐤏𐤓𐤄	3	0.8
𐤅𐤉𐤁𐤅𐤀𐤅	exact	4	proclitic	𐤅 + 𐤉𐤁𐤅𐤀𐤅	𐤉𐤁𐤅𐤀𐤅	3	0.8
𐤁𐤊𐤋𐤀𐤔𐤓	adjacent	32	proclitic	𐤁 + 𐤊 + 𐤋𐤀𐤔𐤓	𐤋𐤀𐤔𐤓	24	0.8
𐤅𐤕𐤂𐤃𐤋	exact	4	proclitic	𐤅 + 𐤕𐤂𐤃𐤋	𐤕𐤂𐤃𐤋	3	0.8
𐤅𐤉𐤔𐤁𐤕	exact	16	proclitic	𐤅 + 𐤉𐤔𐤁𐤕	𐤉𐤔𐤁𐤕	12	0.8
𐤋𐤔𐤍𐤉𐤄	plene	4	proclitic	𐤋 + 𐤔𐤍𐤉𐤄	𐤔𐤍𐤉𐤄	3	0.8
𐤌𐤑𐤓𐤐	exact	4	proclitic	𐤌 + 𐤑𐤓𐤐	𐤑𐤓𐤐	3	0.8
𐤅𐤌𐤇𐤄	exact	4	proclitic	𐤅 + 𐤌𐤇𐤄	𐤌𐤇𐤄	3	0.8
𐤅𐤍𐤂𐤉𐤋𐤄	plene	4	proclitic	𐤅 + 𐤍𐤂𐤉𐤋𐤄	𐤍𐤂𐤉𐤋𐤄	3	0.8
𐤄𐤏𐤓𐤁	exact	66	proclitic	𐤄 + 𐤏𐤓𐤁	𐤏𐤓𐤁	49	0.7
𐤅𐤉𐤇𐤔𐤁	plene	23	proclitic	𐤅 + 𐤉𐤇𐤔𐤁	𐤉𐤇𐤔𐤁	17	0.7
𐤌𐤋𐤀𐤄	exact	38	proclitic	𐤌 + 𐤋𐤀𐤄	𐤋𐤀𐤄	28	0.7
𐤀𐤋𐤀𐤁𐤉𐤅	plene	19	adjacent	𐤀𐤋 + 𐤀𐤁𐤉𐤅	𐤀𐤁𐤉𐤅	14	0.7
𐤄𐤔𐤓𐤉𐤌	exact	34	proclitic	𐤄 + 𐤔𐤓𐤉𐤌	𐤔𐤓𐤉𐤌	25	0.7
𐤄𐤉𐤔𐤓𐤉𐤌	plene	34	proclitic	𐤄 + 𐤉𐤔𐤓𐤉𐤌	𐤉𐤔𐤓𐤉𐤌	25	0.7
𐤅𐤉𐤔𐤐𐤈	exact	15	proclitic	𐤅 + 𐤉𐤔𐤐𐤈	𐤉𐤔𐤐𐤈	11	0.7
𐤌𐤓𐤌𐤄	exact	26	proclitic	𐤌 + 𐤓𐤌𐤄	𐤓𐤌𐤄	19	0.7
𐤀𐤕𐤌𐤉	plene	535	particle	𐤀𐤕 + 𐤌𐤉	𐤌𐤉	390	0.7
𐤄𐤉𐤔𐤁𐤉𐤌	exact	33	proclitic	𐤄 + 𐤉𐤔𐤁𐤉𐤌	𐤉𐤔𐤁𐤉𐤌	24	0.7
𐤅𐤀𐤅𐤋𐤌	exact	18	proclitic	𐤅 + 𐤀𐤅𐤋𐤌	𐤀𐤅𐤋𐤌	13	0.7
𐤁𐤏𐤑𐤌𐤅	plene	18	proclitic	𐤁 + 𐤏𐤑𐤌𐤅	𐤏𐤑𐤌𐤅	13	0.7
𐤁𐤏𐤉𐤍𐤉𐤊𐤌	exact	18	proclitic	𐤁 + 𐤏𐤉𐤍𐤉𐤊𐤌	𐤏𐤉𐤍𐤉𐤊𐤌	13	0.7
𐤌𐤌𐤋𐤊𐤅𐤕	exact	46	proclitic	𐤌 + 𐤌𐤋𐤊𐤅𐤕	𐤌𐤋𐤊𐤅𐤕	33	0.7
𐤊𐤉𐤉𐤁𐤅𐤀	plene	7	adjacent	𐤊𐤉 + 𐤉𐤁𐤅𐤀	𐤉𐤁𐤅𐤀	5	0.7
𐤄𐤆𐤒𐤍𐤉𐤌	exact	21	proclitic	𐤄 + 𐤆𐤒𐤍𐤉𐤌	𐤆𐤒𐤍𐤉𐤌	15	0.7
𐤊𐤃𐤕	exact	7	proclitic	𐤊 + 𐤃𐤕	𐤃𐤕	5	0.7
𐤅𐤄𐤔𐤕𐤇𐤅𐤅	exact	7	proclitic	𐤅 + 𐤄𐤔𐤕𐤇𐤅𐤅	𐤄𐤔𐤕𐤇𐤅𐤅	5	0.7
𐤅𐤁𐤎𐤋𐤏𐤉	plene	7	proclitic	𐤅 + 𐤁 + 𐤎𐤋𐤏𐤉	𐤎𐤋𐤏𐤉	5	0.7
𐤌𐤔𐤉𐤇𐤅	exact	7	proclitic	𐤌 + 𐤔𐤉𐤇𐤅	𐤔𐤉𐤇𐤅	5	0.7
𐤔𐤕𐤄𐤉𐤅	plene	24	proclitic	𐤔 + 𐤕𐤄𐤉𐤅	𐤕𐤄𐤉𐤅	17	0.7
𐤅𐤄𐤉𐤉𐤕𐤌	exact	17	proclitic	𐤅 + 𐤄𐤉𐤉𐤕𐤌	𐤄𐤉𐤉𐤕𐤌	12	0.7
𐤁𐤀𐤇𐤓𐤉𐤕	exact	17	proclitic	𐤁 + 𐤀𐤇𐤓𐤉𐤕	𐤀𐤇𐤓𐤉𐤕	12	0.7
𐤄𐤍𐤐𐤋𐤉𐤌	exact	10	proclitic	𐤄 + 𐤍𐤐𐤋𐤉𐤌	𐤍𐤐𐤋𐤉𐤌	7	0.7
𐤄𐤏𐤋𐤉𐤌	exact	10	proclitic	𐤄 + 𐤏𐤋𐤉𐤌	𐤏𐤋𐤉𐤌	7	0.7
𐤅𐤉𐤊𐤓𐤕𐤅	exact	10	proclitic	𐤅 + 𐤉𐤊𐤓𐤕𐤅	𐤉𐤊𐤓𐤕𐤅	7	0.7
𐤅𐤕𐤁𐤀	exact	33	proclitic	𐤅 + 𐤕𐤁𐤀	𐤕𐤁𐤀	23	0.7
𐤄𐤌𐤒𐤅𐤌	exact	121	proclitic	𐤄 + 𐤌𐤒𐤅𐤌	𐤌𐤒𐤅𐤌	84	0.7
𐤅𐤍𐤃𐤏	plene	13	proclitic	𐤅 + 𐤍𐤃𐤏	𐤍𐤃𐤏	9	0.7
𐤅𐤀𐤃𐤁𐤓𐤄	exact	13	proclitic	𐤅 + 𐤀𐤃𐤁𐤓𐤄	𐤀𐤃𐤁𐤓𐤄	9	0.7
𐤅𐤋𐤒𐤇𐤕	exact	45	proclitic	𐤅 + 𐤋𐤒𐤇𐤕	𐤋𐤒𐤇𐤕	31	0.7
𐤁𐤐𐤏𐤌	exact	16	proclitic	𐤁 + 𐤐𐤏𐤌	𐤐𐤏𐤌	11	0.7
𐤋𐤄𐤔𐤉𐤁	exact	32	proclitic	𐤋 + 𐤄𐤔𐤉𐤁	𐤄𐤔𐤉𐤁	22	0.7
𐤅𐤉𐤕𐤍	exact	192	proclitic	𐤅 + 𐤉𐤕𐤍	𐤉𐤕𐤍	130	0.7
𐤋𐤐𐤍𐤉𐤊	exact	107	proclitic	𐤋 + 𐤐𐤍𐤉𐤊	𐤐𐤍𐤉𐤊	72	0.7
𐤅𐤒𐤓𐤀𐤕	exact	15	proclitic	𐤅 + 𐤒𐤓𐤀𐤕	𐤒𐤓𐤀𐤕	10	0.7
𐤄𐤌𐤃𐤁𐤓𐤄	exact	12	proclitic	𐤄 + 𐤌 + 𐤃𐤁𐤓𐤄	𐤃𐤁𐤓𐤄	8	0.7
𐤅𐤉𐤋𐤌𐤃	exact	3	proclitic	𐤅 + 𐤉𐤋𐤌𐤃	𐤉𐤋𐤌𐤃	2	0.7
𐤊𐤉𐤄𐤌𐤄	adjacent	6	proclitic	𐤊 + 𐤉𐤄𐤌𐤄	𐤉𐤄𐤌𐤄	4	0.7
𐤌𐤓𐤌𐤎	exact	3	proclitic	𐤌 + 𐤓𐤌𐤎	𐤓𐤌𐤎	2	0.7
𐤅𐤉𐤁𐤒𐤔𐤅	exact	12	proclitic	𐤅 + 𐤉𐤁𐤒𐤔𐤅	𐤉𐤁𐤒𐤔𐤅	8	0.7
𐤅𐤕𐤌𐤉𐤌𐤉𐤌	exact	3	proclitic	𐤅 + 𐤕𐤌𐤉𐤌𐤉𐤌	𐤕𐤌𐤉𐤌𐤉𐤌	2	0.7
𐤄𐤒𐤈𐤍𐤉𐤌	exact	3	proclitic	𐤄 + 𐤒𐤈𐤍𐤉𐤌	𐤒𐤈𐤍𐤉𐤌	2	0.7
𐤅𐤉𐤓𐤁	exact	9	proclitic	𐤅 + 𐤉𐤓𐤁	𐤉𐤓𐤁	6	0.7
𐤄𐤏𐤕𐤉𐤌	exact	3	proclitic	𐤄 + 𐤏𐤕𐤉𐤌	𐤏𐤕𐤉𐤌	2	0.7
𐤄𐤀𐤇𐤓𐤅𐤍	exact	12	proclitic	𐤄 + 𐤀𐤇𐤓𐤅𐤍	𐤀𐤇𐤓𐤅𐤍	8	0.7
𐤁𐤌𐤓𐤅𐤌𐤉𐤌	exact	3	proclitic	𐤁 + 𐤌𐤓𐤅𐤌𐤉𐤌	𐤌𐤓𐤅𐤌𐤉𐤌	2	0.7
𐤀𐤔𐤓𐤉𐤄𐤉𐤅	plene	6	adjacent	𐤀𐤔𐤓 + 𐤉𐤄𐤉𐤅	𐤉𐤄𐤉𐤅	4	0.7
𐤅𐤕𐤎𐤂𐤓	exact	3	proclitic	𐤅 + 𐤕𐤎𐤂𐤓	𐤕𐤎𐤂𐤓	2	0.7
𐤅𐤕𐤂𐤔	exact	3	proclitic	𐤅 + 𐤕𐤂𐤔	𐤕𐤂𐤔	2	0.7
𐤁𐤋𐤊𐤕𐤌	exact	6	proclitic	𐤁 + 𐤋 + 𐤊𐤕𐤌	𐤊𐤕𐤌	4	0.7
𐤅𐤄𐤅𐤑𐤉𐤀𐤄	plene	3	proclitic	𐤅 + 𐤄𐤅𐤑𐤉𐤀𐤄	𐤄𐤅𐤑𐤉𐤀𐤄	2	0.7
𐤅𐤉𐤔𐤊𐤇𐤅	exact	3	proclitic	𐤅 + 𐤉𐤔𐤊𐤇𐤅	𐤉𐤔𐤊𐤇𐤅	2	0.7
𐤄𐤀𐤕𐤅𐤕	exact	6	proclitic	𐤄 + 𐤀𐤕𐤅𐤕	𐤀𐤕𐤅𐤕	4	0.7
𐤅𐤉𐤉𐤔𐤍	exact	3	proclitic	𐤅 + 𐤉𐤉𐤔𐤍	𐤉𐤉𐤔𐤍	2	0.7
𐤁𐤔𐤅𐤓𐤄	exact	3	proclitic	𐤁 + 𐤔𐤅𐤓𐤄	𐤔𐤅𐤓𐤄	2	0.7
𐤅𐤈𐤅𐤁𐤉	exact	3	proclitic	𐤅 + 𐤈𐤅𐤁𐤉	𐤈𐤅𐤁𐤉	2	0.7
𐤌𐤊𐤓𐤅	exact	6	proclitic	𐤌 + 𐤊𐤓𐤅	𐤊𐤓𐤅	4	0.7
𐤄𐤓𐤊𐤅𐤔	exact	3	proclitic	𐤄 + 𐤓𐤊𐤅𐤔	𐤓𐤊𐤅𐤔	2	0.7
𐤅𐤇𐤂𐤓	plene	6	proclitic	𐤅 + 𐤇𐤂𐤓	𐤇𐤂𐤓	4	0.7
𐤄𐤒𐤓𐤀𐤉𐤌	exact	3	proclitic	𐤄 + 𐤒𐤓𐤀𐤉𐤌	𐤒𐤓𐤀𐤉𐤌	2	0.7
𐤅𐤁𐤉𐤓𐤇	plene	18	proclitic	𐤅 + 𐤁 + 𐤉𐤓𐤇	𐤉𐤓𐤇	12	0.7
𐤅𐤉𐤐𐤉𐤋𐤅	exact	3	proclitic	𐤅 + 𐤉𐤐𐤉𐤋𐤅	𐤉𐤐𐤉𐤋𐤅	2	0.7
𐤋𐤒𐤇𐤍𐤅	exact	3	proclitic	𐤋 + 𐤒𐤇𐤍𐤅	𐤒𐤇𐤍𐤅	2	0.7
𐤅𐤉𐤔𐤁𐤋𐤅	plene	3	adjacent	𐤅𐤉𐤔𐤁 + 𐤋𐤅	𐤅𐤉𐤔𐤁	2	0.7
𐤋𐤍𐤎𐤅𐤕	exact	3	proclitic	𐤋 + 𐤍𐤎𐤅𐤕	𐤍𐤎𐤅𐤕	2	0.7
𐤁𐤏𐤓𐤅	exact	6	proclitic	𐤁 + 𐤏𐤓𐤅	𐤏𐤓𐤅	4	0.7
𐤋𐤓𐤅𐤑	exact	3	proclitic	𐤋 + 𐤓𐤅𐤑	𐤓𐤅𐤑	2	0.7
𐤋𐤔𐤅𐤐𐤈	plene	9	proclitic	𐤋 + 𐤔𐤅𐤐𐤈	𐤔𐤅𐤐𐤈	6	0.7
𐤅𐤉𐤎𐤌𐤊	exact	3	proclitic	𐤅 + 𐤉𐤎𐤌𐤊	𐤉𐤎𐤌𐤊	2	0.7
𐤊𐤉𐤔𐤊𐤓	plene	3	adjacent	𐤊𐤉 + 𐤔𐤊𐤓	𐤔𐤊𐤓	2	0.7
𐤔𐤈𐤐	exact	3	proclitic	𐤔 + 𐤈𐤐	𐤈𐤐	2	0.7
𐤄𐤍𐤕𐤅𐤍	plene	9	proclitic	𐤄 + 𐤍𐤕𐤅𐤍	𐤍𐤕𐤅𐤍	6	0.7
𐤋𐤏𐤆𐤅𐤓	exact	3	proclitic	𐤋 + 𐤏𐤆𐤅𐤓	𐤏𐤆𐤅𐤓	2	0.7
𐤌𐤉𐤅𐤍𐤉𐤌	plene	6	proclitic	𐤌 + 𐤉𐤅𐤍𐤉𐤌	𐤉𐤅𐤍𐤉𐤌	4	0.7
𐤅𐤕𐤏𐤔𐤒𐤅	plene	3	proclitic	𐤅 + 𐤕𐤏𐤔𐤒𐤅	𐤕𐤏𐤔𐤒𐤅	2	0.7
𐤄𐤊𐤅𐤊𐤁𐤉𐤌	exact	6	proclitic	𐤄 + 𐤊𐤅𐤊𐤁𐤉𐤌	𐤊𐤅𐤊𐤁𐤉𐤌	4	0.7
𐤌𐤍𐤇𐤌𐤉𐤌	exact	3	proclitic	𐤌 + 𐤍𐤇𐤌𐤉𐤌	𐤍𐤇𐤌𐤉𐤌	2	0.7
𐤋𐤀𐤁𐤃𐤌	exact	3	proclitic	𐤋 + 𐤀𐤁𐤃𐤌	𐤀𐤁𐤃𐤌	2	0.7
𐤅𐤄𐤅𐤕𐤓	exact	3	proclitic	𐤅 + 𐤄 + 𐤅𐤕𐤓	𐤅𐤕𐤓	2	0.7
𐤁𐤏𐤌𐤉𐤕𐤅	exact	3	proclitic	𐤁 + 𐤏𐤌𐤉𐤕𐤅	𐤏𐤌𐤉𐤕𐤅	2	0.7
𐤅𐤔𐤋𐤅𐤄	exact	3	proclitic	𐤅 + 𐤔 + 𐤋𐤅𐤄	𐤋𐤅𐤄	2	0.7
𐤅𐤍𐤂𐤋𐤄	exact	6	proclitic	𐤅 + 𐤍𐤂𐤋𐤄	𐤍𐤂𐤋𐤄	4	0.7
𐤅𐤁𐤈𐤇𐤅𐤍	plene	3	proclitic	𐤅 + 𐤁 + 𐤈𐤇𐤅𐤍	𐤈𐤇𐤅𐤍	2	0.7
𐤂𐤌𐤋𐤊	exact	3	adjacent	𐤂𐤌 + 𐤋𐤊	𐤂𐤌	2	0.7
𐤋𐤐𐤓𐤊𐤕	exact	9	proclitic	𐤋 + 𐤐𐤓𐤊𐤕	𐤐𐤓𐤊𐤕	6	0.7
𐤋𐤈𐤄𐤓𐤕	plene	3	proclitic	𐤋 + 𐤈𐤄𐤓𐤕	𐤈𐤄𐤓𐤕	2	0.7
𐤊𐤉𐤉𐤃𐤉𐤍	plene	3	adjacent	𐤊𐤉 + 𐤉𐤃𐤉𐤍	𐤉𐤃𐤉𐤍	2	0.7
𐤅𐤆𐤓𐤅𐤕	plene	3	proclitic	𐤅 + 𐤆𐤓𐤅𐤕	𐤆𐤓𐤅𐤕	2	0.7
𐤄𐤈𐤄𐤅𐤓𐤄	exact	3	proclitic	𐤄 + 𐤈𐤄𐤅𐤓𐤄	𐤈𐤄𐤅𐤓𐤄	2	0.7
